,rat_id,study_day,condition,treatment,trial_num,total_sleep_duration,total_awake_duration,total_nrem_duration,total_rem_duration,counts_wake,counts_nrem,counts_rem,wake_normalized,nrem_normalized,rem_normalized,nrem_percentage,rem_percentage
163,4,16,OR,0,1,0.0,2699.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
164,4,16,OR,0,4,1625.0,1063.0,1529.0,85.0,4,4,2,0.39546130952380953,0.5688244047619048,0.03162202380952381,0.940923076923077,0.052307692307692305
165,4,1,OR,0,1,38.0,2659.0,38.0,0.0,2,1,0,0.985910270671116,0.014089729328883945,0.0,1.0,0.0
166,4,1,OR,0,5,5435.0,5277.0,4413.0,785.0,26,27,11,0.49262509335324867,0.4119678864824496,0.0732823002240478,0.8119595216191352,0.14443422263109476
167,4,1,OR,0,3,426.0,2264.0,426.0,0.0,5,4,0,0.841635687732342,0.158364312267658,0.0,1.0,0.0
168,4,1,OR,0,4,1069.0,1620.0,1069.0,0.0,6,5,0,0.6024544440312384,0.3975455559687616,0.0,1.0,0.0
169,4,1,OR,0,2,204.0,2487.0,188.0,0.0,4,4,0,0.9241917502787068,0.06986250464511334,0.0,0.9215686274509803,0.0
170,9,4,CON,2,4,2102.0,565.0,1752.0,327.0,12,11,5,0.2118485189351331,0.6569178852643419,0.12260967379077616,0.8334919124643198,0.1555661274976213
171,9,4,CON,2,3,2178.0,496.0,1798.0,307.0,9,9,3,0.1854899027673897,0.6724008975317876,0.11480927449513836,0.8255280073461891,0.14095500459136823
172,9,4,CON,2,2,1630.0,1056.0,1368.0,251.0,4,4,3,0.39314966492926284,0.509307520476545,0.09344750558451229,0.8392638036809816,0.1539877300613497
173,9,4,CON,2,5,5266.0,5458.0,4141.0,1025.0,26,27,12,0.5089518836255129,0.3861432301380082,0.09558000745990303,0.7863653627041398,0.19464489175845043
174,9,4,CON,2,1,746.0,1940.0,738.0,0.0,7,6,0,0.7222635889798957,0.27475800446760984,0.0,0.9892761394101877,0.0
175,4,3,CON,3,1,1832.0,831.0,1649.0,108.0,14,14,3,0.3120540743522343,0.6192264363499812,0.040555764175741645,0.9001091703056768,0.05895196506550218
176,4,3,CON,3,2,1769.0,886.0,1380.0,305.0,13,13,8,0.3337099811676083,0.519774011299435,0.11487758945386065,0.7801017524024872,0.1724137931034483
177,4,3,CON,3,3,2244.0,405.0,1847.0,330.0,18,19,7,0.15288788221970556,0.6972442431106077,0.1245753114382786,0.8230837789661319,0.14705882352941177
