,rat_id,study_day,condition,treatment,trial_num,total_sleep_duration,total_awake_duration,total_nrem_duration,total_rem_duration,counts_wake,counts_nrem,counts_rem,wake_normalized,nrem_normalized,rem_normalized,nrem_percentage,rem_percentage
142,3,8,HC,0,5.4,567.0,2128.0,541.0,0.0,2,2,0,0.7896103896103897,0.20074211502782932,0.0,0.9541446208112875,0.0
143,3,8,HC,0,3.0,1317.0,1364.0,1046.0,163.0,8,7,3,0.5087653860499813,0.39015292801193585,0.060798209623274896,0.7942293090356871,0.12376613515565679
144,3,4,OD,0,3.0,1785.0,897.0,1626.0,135.0,7,6,2,0.3344519015659955,0.6062639821029083,0.050335570469798654,0.9109243697478991,0.07563025210084033
145,3,4,OD,0,4.0,1758.0,923.0,1513.0,135.0,9,8,3,0.3442745244311824,0.5643416635583738,0.050354345393509886,0.8606370875995449,0.07679180887372014
146,3,4,OD,0,5.1,2053.0,614.0,1604.0,231.0,11,10,5,0.2302212223472066,0.6014248218972629,0.08661417322834646,0.7812956648806625,0.11251826595226498
147,3,4,OD,0,5.2,2170.0,501.0,1583.0,375.0,9,8,5,0.18757019842755523,0.592661924372894,0.14039685511044553,0.7294930875576037,0.1728110599078341
148,3,4,OD,0,5.3,1294.0,1388.0,894.0,305.0,5,5,4,0.517524235645041,0.3333333333333333,0.11372110365398956,0.6908809891808346,0.2357032457496136
149,3,4,OD,0,5.4,0.0,2699.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
150,3,4,OD,0,2.0,43.0,2654.0,43.0,0.0,2,1,0,0.9840563589173156,0.015943641082684465,0.0,1.0,0.0
151,3,4,OD,0,1.0,0.0,2699.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
152,3,1,OR,1,5.1,2070.0,609.0,1711.0,260.0,7,7,3,0.22732362821948487,0.6386711459499813,0.09705113848450915,0.8265700483091788,0.12560386473429952
153,3,1,OR,1,5.2,2156.0,520.0,1819.0,182.0,8,8,3,0.19431988041853512,0.679745889387145,0.06801195814648729,0.8436920222634509,0.08441558441558442
154,3,1,OR,1,5.3,939.0,1742.0,809.0,100.0,8,8,1,0.649757553151809,0.3017530772099963,0.03729951510630362,0.8615548455804047,0.10649627263045794
155,3,1,OR,1,5.4,371.0,2319.0,298.0,35.0,4,4,1,0.8620817843866171,0.11078066914498141,0.013011152416356878,0.8032345013477089,0.09433962264150944
156,3,1,OR,1,3.0,693.0,2004.0,693.0,0.0,2,1,0,0.743047830923248,0.25695216907675195,0.0,1.0,0.0
157,3,1,OR,1,1.0,668.0,2024.0,668.0,0.0,4,3,0,0.7518573551263001,0.24814264487369986,0.0,1.0,0.0
158,3,1,OR,1,2.0,284.0,2408.0,284.0,0.0,4,3,0,0.8945022288261516,0.10549777117384844,0.0,1.0,0.0
159,3,1,OR,1,4.0,1594.0,1085.0,1464.0,78.0,9,9,1,0.4050018663680478,0.5464725643896976,0.029115341545352745,0.918444165621079,0.04893350062735257
160,3,5,HC,0,2.0,283.0,2403.0,283.0,0.0,7,6,0,0.8946388682055101,0.10536113179448994,0.0,1.0,0.0
161,3,5,HC,0,1.0,981.0,1702.0,912.0,45.0,8,7,1,0.6343645173313455,0.33991800223630264,0.016772269847185987,0.9296636085626911,0.045871559633027525
162,3,5,HC,0,5.1,1505.0,1175.0,1100.0,158.0,7,6,2,0.43843283582089554,0.41044776119402987,0.05895522388059701,0.7308970099667774,0.10498338870431893
163,3,5,HC,0,5.2,2453.0,222.0,2115.0,183.0,8,9,3,0.08299065420560747,0.7906542056074767,0.06841121495327103,0.8622095393395842,0.07460252751732573
164,3,5,HC,0,5.3,2151.0,513.0,1648.0,345.0,13,14,3,0.19256756756756757,0.6186186186186187,0.12950450450450451,0.7661552766155276,0.1603905160390516
165,3,5,HC,0,5.4,754.0,1929.0,458.0,179.0,5,5,3,0.7189713007827059,0.17070443533358182,0.0667163622810287,0.6074270557029178,0.23740053050397877
166,3,5,HC,0,3.0,0.0,2699.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
167,3,5,HC,0,4.0,0.0,2699.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
168,3,3,OR,0,5.1,1125.0,1560.0,860.0,170.0,5,4,3,0.5810055865921788,0.3202979515828678,0.0633147113594041,0.7644444444444445,0.1511111111111111
169,3,3,OR,0,5.2,2277.0,389.0,1786.0,357.0,12,10,5,0.14591147786946737,0.6699174793698425,0.1339084771192798,0.7843653930610452,0.15678524374176547
170,3,3,OR,0,5.3,1916.0,747.0,1317.0,393.0,14,10,5,0.28051070221554636,0.4945550131430717,0.1475779196395043,0.6873695198329853,0.20511482254697286
171,3,3,OR,0,5.4,0.0,2699.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
172,3,3,OR,0,4.0,1931.0,745.0,1649.0,137.0,8,8,2,0.27840059790732435,0.6162182361733931,0.051195814648729444,0.8539616778871051,0.0709476954945624
173,3,3,OR,0,3.0,1044.0,1623.0,958.0,45.0,15,14,2,0.608548931383577,0.35920509936257966,0.01687289088863892,0.9176245210727969,0.04310344827586207
174,3,3,OR,0,2.0,1156.0,1524.0,1024.0,68.0,8,8,1,0.5686567164179105,0.382089552238806,0.025373134328358207,0.8858131487889274,0.058823529411764705
175,3,3,OR,0,1.0,0.0,2702.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
