,rat_id,study_day,condition,treatment,trial_num,rem_start,rem_end,event_strings
1158,3,1,OR,4,5-0,2079,2126,TPT
1159,5,8,HC,0,5-0,708,820,TPTPTPTPT
1160,5,8,HC,0,5-0,850,888,T
1161,5,8,HC,0,5-0,1267,1314,T
1162,5,8,HC,0,5-0,1753,1904,TPT
1163,5,8,HC,0,5-0,1943,2076,TPTPT
1164,3,3,HC,4,5-2,5710,5826,TPT
1165,3,3,HC,4,5-2,6371,6423,TP
1166,3,3,HC,4,5-2,7211,7311,TPTPTPT
1167,3,3,HC,4,5-2,8083,8098,T
1168,6,4,OD,2,5-3,8297,8305,T
1169,6,4,OD,2,5-3,8445,8515,TPTPT
1170,4,5,OD,3,2,852,865,T
1171,4,5,OD,3,2,903,929,T
1172,4,5,OD,3,2,1130,1134,T
1173,4,5,OD,3,2,1138,1308,TPTPTPT
1174,4,5,OD,3,2,1840,1858,T
1175,4,5,OD,3,2,2004,2012,T
1176,4,5,OD,3,2,2131,2140,T
1177,4,5,OD,3,2,2222,2307,TPT
1178,4,5,OD,3,2,2409,2425,T
1179,4,5,OD,3,2,2607,2698,TPTPT
1180,11,2,OD,4,5-0,1801,1832,T
1181,11,2,OD,4,5-0,2099,2244,TPTPTPT
1182,6,7,OR-N,4,4,1318,1360,TPT
1183,6,7,OR-N,4,4,1510,1555,T
1184,6,7,OR-N,4,4,1645,1663,TPT
1185,1,3,OR,2,5-1,3425,3430,T
1186,1,3,OR,2,5-1,3630,3635,T
1187,1,3,OR,2,5-1,3760,3829,TPT
1188,3,1,OR,4,5-1,2780,2798,T
1189,3,1,OR,4,5-1,3146,3154,T
1190,3,1,OR,4,5-1,3778,3880,TPT
1191,3,1,OR,4,5-1,4259,4265,T
1192,3,1,OR,4,5-1,4489,4507,T
1193,3,1,OR,4,5-1,4669,4895,TPTPTPTPTPTPTPTPTPT
1194,4,1,OR,0,5-2,7388,7464,TPTPT
1195,4,1,OR,0,5-2,7956,8019,TPT
1196,6,2,OD,4,5-3,9189,9379,TPTPTPT
1197,4,17,HC,0,5-3,9487,9572,PTPTPT
1198,3,6,HC,4,5-3,8297,8404,PTPTPTPT
1199,3,6,HC,4,5-3,9262,9298,TPTPT
1200,3,6,HC,4,5-3,9609,9672,TPTPTPT
1201,3,6,HC,4,5-3,10340,10372,T
1202,13,1,CON,4,1,1579,1589,T
1203,6,3,CON,2,4,1943,1952,T
1204,6,3,CON,2,4,2216,2326,TPTPT
1205,5,6,HC,1,3,1254,1282,TPT
1206,5,6,HC,1,3,1905,2002,TPTPT
1207,3,4,OD,4,4,1256,1366,TPTPT
1208,3,4,OD,4,4,1430,1654,TPTPTPTPT
1209,3,4,OD,4,4,2282,2298,TPTPT
1210,6,5,OR,4,4,1168,1255,TPTPTPT
1211,6,5,OR,4,4,2365,2556,TPTPTPTPTPT
1212,6,5,OR,4,4,2663,2698,T
1213,9,10,OR,4,5-2,5340,5400,T
1214,9,10,OR,4,5-2,5770,5827,TPTPTPT
1215,9,10,OR,4,5-2,6004,6096,TPT
1216,9,10,OR,4,5-2,6582,6619,TPTPT
1217,9,10,OR,4,5-2,6704,6758,T
1218,3,1,OR,1,5-3,8292,8327,TPT
1219,4,3,OR,4,4,586,615,TPTPT
1220,4,3,OR,4,4,670,742,TPTPT
1221,4,3,OR,4,4,1357,1451,T
1222,4,3,OR,4,4,1469,1726,TPTPTPTPTPT
1223,11,4,OR,4,4,848,1049,TPTPTPTPT
1224,11,4,OR,4,4,1112,1133,T
1225,11,4,OR,4,4,2014,2204,TPTPTPTPTPTPT
1226,2,2,OR,2,4,1300,1304,T
1227,2,2,OR,2,4,1412,1436,TPTPTPT
1228,2,2,OR,2,4,1932,1975,TPT
1229,2,2,OR,2,4,2045,2142,TPTPT
1230,2,2,OR,2,4,2181,2224,T
1231,3,5,HC,0,5-3,8277,8381,TPT
1232,3,5,HC,0,5-3,8815,8847,T
1233,3,5,HC,0,5-3,8974,9017,T
1234,5,7,HC,1,5-3,8483,8599,TPTPTPT
1235,8,4,CON,3,5-0,811,827,T
1236,8,4,CON,3,5-0,988,1118,TPTPTPT
1237,8,4,CON,3,5-0,1153,1307,TPTPT
1238,8,4,CON,3,5-0,2177,2219,PTPT
1239,8,4,CON,3,5-0,2294,2408,TPTPT
1240,13,2,HC,4,5-2,6232,6325,TPT
1241,13,2,HC,4,5-2,7452,7543,TPTPT
1242,13,2,HC,4,5-2,7974,7998,T
1243,3,2,HC,0,3,1871,1990,TPTPTPT
1244,1,4,CON,4,4,1012,1122,TPTPTPTPT
1245,1,4,CON,4,4,1180,1213,T
1246,9,16,OR-N,4,1,2356,2463,TPTPTPT
1247,11,3,HC,4,5-2,5331,5421,TPTPT
1248,11,3,HC,4,5-2,5448,5538,T
1249,11,3,HC,4,5-2,5975,5997,T
1250,11,3,HC,4,5-2,6073,6258,TPTPT
1251,11,3,HC,4,5-2,6722,6761,TPT
1252,4,2,HC,0,5-0,749,867,TPTPTPT
1253,5,4,HC,0,5-1,3293,3466,TPTPTPTPTPTPTPTPT
1254,5,4,HC,0,5-1,3513,3600,TPTPT
1255,5,4,HC,0,5-1,4791,4874,TPT
1256,5,4,HC,0,5-1,4896,5002,TPT
1257,4,6,OR,3,5-0,1142,1171,T
1258,4,6,OR,3,5-0,1671,1749,TPTPT
1259,4,6,OR,3,5-0,1967,1979,T
1260,4,6,OR,3,5-0,2051,2070,T
1261,4,6,OR,3,5-0,2309,2337,TPT
1262,4,6,OR,3,5-0,2496,2507,T
1263,4,6,OR,3,5-0,2547,2615,TPT
1264,3,5,CON,3,3,1038,1096,TPT
1265,3,5,CON,3,3,1122,1216,TPTPT
1266,3,5,CON,3,3,1255,1337,TPTPT
1267,3,5,CON,3,3,2159,2281,TPTPTPTPT
1268,3,5,CON,3,3,2299,2363,TPTPT
1269,9,4,CON,2,5-0,922,985,TPTPTPT
1270,9,4,CON,2,5-0,1247,1261,T
1271,9,4,CON,2,5-0,1468,1531,TPT
1272,9,4,CON,2,5-0,1623,1741,PTPTPT
1273,9,4,CON,2,5-0,2252,2429,TPTPTPTPT
1274,4,3,OR,4,5-3,9656,9734,T
1275,4,3,OR,4,5-3,10006,10032,TPT
1276,4,3,OR,4,5-3,10358,10466,TPTPTPT
1277,4,3,OR,4,5-3,10720,10744,T
1278,9,3,OR,2,2,1236,1344,TPTPTPTPTPTPT
1279,9,3,OR,2,2,1976,2059,TPT
1280,2,1,OD,2,5-2,5572,5645,TPT
1281,2,1,OD,2,5-2,6078,6095,T
1282,8,6,OD,3,2,1348,1361,T
1283,8,6,OD,3,2,1646,1671,T
1284,8,6,OD,3,2,2196,2209,T
1285,8,6,OD,3,2,2417,2526,TPTPTPT
1286,8,6,OD,3,2,2571,2582,T
1287,7,3,CON,3,5-1,3179,3203,T
1288,7,3,CON,3,5-1,3533,3579,TPTPT
1289,7,3,CON,3,5-1,3801,3998,TPTPTPT
1290,5,1,OR,1,5-1,2795,2809,T
1291,5,1,OR,1,5-1,2871,2989,TPTPT
1292,3,2,CON,4,5-2,5683,5799,TPTPTPTPTPTPTPT
1293,3,2,CON,4,5-2,6220,6291,TPT
1294,3,2,CON,4,5-2,6314,6478,TPTPTPT
1295,3,2,CON,4,5-2,7524,7639,TPTPT
1296,9,1,HC,2,5-1,2708,2717,T
1297,9,1,HC,2,5-1,2995,3082,TPTPT
1298,9,1,HC,2,5-1,5284,5296,T
1299,4,4,HC,3,5-3,9951,9998,PTPTPT
1300,4,4,HC,3,5-3,10144,10164,T
1301,4,4,HC,3,5-3,10325,10365,PT
1302,4,4,HC,3,5-3,10484,10558,T
1303,4,4,HC,3,5-3,10680,10706,T
1304,1,2,OR,4,5-2,5626,5722,TPTPTPT
1305,1,2,OR,4,5-2,6513,6647,TPTPTPT
1306,1,2,OR,4,5-2,6676,6755,T
1307,1,2,OR,4,5-2,6768,6793,T
1308,1,2,OR,4,5-2,7312,7321,TP
1309,1,2,OR,4,5-2,7419,7466,T
1310,9,3,HC,4,5-1,2805,2817,PT
1311,9,3,HC,4,5-1,2880,2904,T
1312,9,3,HC,4,5-1,4614,4703,TPTPTPTPTPT
1313,9,3,HC,4,5-1,5072,5103,T
1314,4,6,OD,4,2,1218,1343,TPTPTPT
1315,4,6,OD,4,2,1385,1420,TP
1316,4,6,OD,4,2,2243,2301,TPT
1317,4,6,OD,4,2,2370,2393,T
1318,11,2,OD,4,3,1312,1458,TPTPT
1319,11,2,OD,4,3,1470,1514,T
1320,11,2,OD,4,3,2112,2132,T
1321,11,2,OD,4,3,2286,2300,T
1322,11,2,OD,4,3,2346,2442,TPTPTPTPT
1323,11,2,OD,4,3,2478,2574,TPT
1324,3,9,HC,1,5-0,374,383,T
1325,3,9,HC,1,5-0,1078,1099,TPT
1326,3,9,HC,1,5-0,1884,1910,T
1327,3,9,HC,1,5-0,1916,1958,T
1328,3,9,HC,1,5-0,2581,2602,T
1329,8,6,OD,3,4,1520,1657,TPTPTPT
1330,8,6,OD,3,4,2257,2392,TPTPTPTPT
1331,13,11,OR-N,4,3,1196,1319,TPTPTPTPT
1332,13,11,OR-N,4,3,1327,1331,T
1333,13,11,OR-N,4,3,2383,2609,TPTPTPTPTPTPTPTPT
1334,4,9,HC,0,5-1,3563,3590,T
1335,4,9,HC,0,5-1,3660,3841,TPTPTPTPTPT
1336,4,9,HC,0,5-1,4704,4718,T
1337,4,17,HC,0,5-0,841,961,TPTPTPTPT
1338,4,17,HC,0,5-0,1830,1871,T
1339,4,17,HC,0,5-0,2107,2274,TPTPTPT
1340,6,6,HC,4,5-1,3160,3307,TPTPT
1341,6,6,HC,4,5-1,3893,3998,T
1342,6,6,HC,4,5-1,4567,4612,TPT
1343,6,6,HC,4,5-1,5220,5307,TPTPTPTPT
1344,6,6,HC,4,5-1,5335,5351,T
1345,3,5,HC,0,5-1,3740,3854,TPTPT
1346,3,5,HC,0,5-1,4491,4533,T
1347,3,5,HC,0,5-1,4586,4613,T
1348,3,3,HC,4,4,2578,2585,T
1349,3,3,HC,4,4,2694,2699,T
1350,6,7,OR-N,4,5-1,3999,4217,TPTPTPTPTPT
1351,1,5,OR-N,4,5-1,3118,3253,TPTPT
1352,1,5,OR-N,4,5-1,3678,3719,TPTPT
1353,1,5,OR-N,4,5-1,4371,4376,T
1354,1,5,OR-N,4,5-1,4891,5027,TPTPTPTPTPT
1355,1,5,OR-N,4,5-1,5045,5196,TPTPT
1356,1,5,OR-N,4,5-1,5232,5245,T
1357,9,2,CON,4,4,32,80,T
1358,9,2,CON,4,4,182,209,T
1359,9,2,CON,4,4,517,565,T
1360,9,2,CON,4,4,595,705,TPT
1361,9,2,CON,4,4,747,779,T
1362,9,2,CON,4,4,1003,1013,T
1363,9,2,CON,4,4,1223,1262,T
1364,9,2,CON,4,4,1688,1742,TPT
1365,9,2,CON,4,4,1997,2030,T
1366,6,1,HC,2,5-0,664,742,TPTPT
1367,6,1,HC,2,5-0,993,1033,T
1368,6,1,HC,2,5-0,1078,1297,TPTPTPTPTPT
1369,6,1,HC,2,5-0,1593,1628,T
1370,6,1,HC,2,5-0,2154,2267,TPTPTPTPTPTPT
1371,9,1,HC,2,3,491,513,T
1372,9,1,HC,2,3,753,934,TPTPTPTPTPTPTPTPT
1373,9,1,HC,2,3,1416,1424,T
1374,9,1,HC,2,3,1744,1863,TPTPT
1375,9,1,HC,2,3,2215,2431,TPTPTPTPT
1376,8,6,OD,3,1,2371,2407,T
1377,8,2,OR,3,5-2,5655,5714,TPT
1378,8,2,OR,3,5-2,5815,5896,TPTPTPTPTPTPT
1379,8,2,OR,3,5-2,6697,6736,T
1380,8,2,OR,3,5-2,7082,7341,TPTPTPTPT
1381,4,4,HC,3,1,924,948,T
1382,4,4,HC,3,1,962,969,T
1383,4,4,HC,3,1,1268,1296,T
1384,4,4,HC,3,1,1541,1628,TPTPT
1385,4,4,HC,3,1,2133,2191,T
1386,4,4,HC,3,1,2546,2553,T
1387,4,4,HC,3,1,2649,2699,TPTPT
1388,1,1,CON,2,2,545,552,T
1389,5,2,OR,0,3,1381,1413,TPTPTPT
1390,5,2,OR,0,3,1671,1790,TPT
1391,5,2,OR,0,3,1839,1876,T
1392,3,3,OR,0,2,2378,2446,T
1393,9,3,OR,2,5-0,1480,1497,T
1394,9,3,OR,2,5-0,1597,1652,TPT
1395,9,3,OR,2,5-0,1695,1820,TPTPTPT
1396,9,3,OR,2,5-0,2251,2264,T
1397,9,3,OR,2,5-0,2418,2443,T
1398,1,5,OR-N,4,5-3,8164,8343,TPTPT
1399,1,5,OR-N,4,5-3,8355,8373,T
1400,1,5,OR-N,4,5-3,9302,9378,T
1401,5,8,HC,0,5-2,5464,5537,TPT
1402,5,8,HC,0,5-2,5635,5661,T
1403,5,8,HC,0,5-2,6188,6253,T
1404,5,8,HC,0,5-2,6858,6901,TPT
1405,5,8,HC,0,5-2,6942,6979,TPT
1406,5,8,HC,0,5-2,7635,7675,T
1407,9,10,OR,4,3,769,830,T
1408,9,10,OR,4,3,1255,1354,T
1409,9,10,OR,4,3,2117,2234,TPTPTPTPTPTPTPTPT
1410,9,10,OR,4,3,2312,2362,T
1411,2,4,HC,2,1,864,896,T
1412,2,4,HC,2,1,1306,1375,TPTPTPT
1413,2,4,HC,2,1,1682,1810,TPTPT
1414,2,4,HC,2,1,1822,1853,T
1415,6,3,CON,2,5-1,3057,3157,TPTPTPTPT
1416,6,3,CON,2,5-1,3214,3289,TPT
1417,6,3,CON,2,5-1,3959,3966,T
1418,6,3,CON,2,5-1,4416,4532,TPTPT
1419,6,3,CON,2,5-1,4546,4559,T
1420,6,3,CON,2,5-1,4573,4583,T
1421,6,3,CON,2,5-1,4987,5030,TPT
1422,11,4,OR,4,2,1156,1304,TPTPT
1423,11,4,OR,4,2,1321,1351,T
1424,11,4,OR,4,2,2009,2062,TPT
1425,8,1,HC,3,3,904,994,TPT
1426,8,1,HC,3,3,1280,1317,T
1427,8,1,HC,3,3,1574,1742,TPTPTPT
1428,3,4,OD,0,4,1091,1166,TPTPT
1429,3,4,OD,0,4,1757,1802,TPT
1430,3,4,OD,0,4,2569,2584,T
1431,3,7,HC,1,5-1,4866,4959,TPT
1432,4,3,CON,3,2,1069,1089,T
1433,4,3,CON,3,2,1300,1305,T
1434,4,3,CON,3,2,1315,1376,TPTPT
1435,4,3,CON,3,2,1392,1460,TPTPTPT
1436,4,3,CON,3,2,2055,2072,T
1437,4,3,CON,3,2,2289,2328,TPTP
1438,4,3,CON,3,2,2374,2466,TPTPTPT
1439,3,1,OD,3,5-1,4750,4764,T
1440,3,1,OD,3,5-1,5190,5212,T
1441,3,1,OD,3,5-1,5228,5242,T
1442,3,16,OR,1,5-2,6748,6861,T
1443,11,3,HC,4,5-3,8509,8560,T
1444,11,3,HC,4,5-3,8931,9049,TPTPTPT
1445,9,1,HC,2,4,799,819,T
1446,9,1,HC,2,4,994,1093,TPTPT
1447,9,1,HC,2,4,1343,1522,TPTPTPT
1448,6,1,HC,2,3,655,839,TPTPTPTPTPTPTPT
1449,6,1,HC,2,3,1327,1429,T
1450,6,1,HC,2,3,1507,1530,T
1451,6,1,HC,2,3,2309,2551,TPTPTPTPTPTPT
1452,7,3,CON,3,5-2,7743,7807,TPT
1453,7,3,CON,3,5-2,7852,7997,TPTPTPT
1454,4,6,OD,4,3,1190,1210,T
1455,4,6,OD,4,3,1267,1366,TPTPTPT
1456,4,6,OD,4,3,1561,1714,TPTPT
1457,4,3,CON,3,5-2,5442,5464,TPT
1458,4,3,CON,3,5-2,5534,5542,T
1459,4,3,CON,3,5-2,5562,5582,T
1460,4,3,CON,3,5-2,5657,5693,TPT
1461,4,3,CON,3,5-2,5777,5818,TPT
1462,4,3,CON,3,5-2,7237,7278,TPT
1463,6,1,HC,4,1,712,845,TPTPT
1464,6,1,HC,4,1,1911,2029,TPTPTPTPT
1465,6,1,HC,4,1,2064,2090,T
1466,9,3,HC,4,4,2586,2697,TPTPT
1467,1,1,OD,4,5-1,2676,2756,TPT
1468,1,1,OD,4,5-1,3266,3313,T
1469,1,1,OD,4,5-1,4168,4454,TPTPTPTPTPTPT
1470,1,1,OD,4,5-1,5090,5125,TPT
1471,4,3,CON,3,5-1,3107,3166,T
1472,4,3,CON,3,5-1,3201,3308,TPTPTPTPTPTPTPT
1473,4,3,CON,3,5-1,3695,3714,T
1474,4,3,CON,3,5-1,3796,3857,T
1475,4,3,CON,3,5-1,3881,3919,TPT
1476,4,3,CON,3,5-1,3970,4074,TPTPTPT
1477,4,3,CON,3,5-1,4409,4439,T
1478,4,3,CON,3,5-1,5261,5272,T
1479,5,4,HC,0,5-3,8168,8256,T
1480,5,4,HC,0,5-3,10662,10718,PTPTPT
1481,5,17,HC,1,5-2,5703,5839,TPTPTPTPT
1482,5,17,HC,1,5-2,5899,5941,T
1483,5,17,HC,1,5-2,6942,6976,TPTPTPT
1484,6,4,OD,2,5-1,3254,3368,TPTPT
1485,6,4,OD,2,5-1,4321,4333,T
1486,6,4,OD,2,5-1,4915,4957,T
1487,6,4,OD,2,5-1,5125,5150,T
1488,6,4,OD,2,5-1,5331,5387,TPTPTPT
1489,2,1,OD,2,4,1492,1496,PT
1490,2,1,OD,2,4,1575,1689,TPTPT
1491,2,1,OD,2,4,2116,2134,T
1492,2,1,OD,2,4,2555,2639,TPT
1493,6,6,HC,4,5-3,8526,8674,TPTPTPTPTPT
1494,6,6,HC,4,5-3,9441,9483,T
1495,6,6,HC,4,5-3,9858,10007,TPTPTPTPT
1496,2,1,OD,2,3,1781,1870,TPTPT
1497,4,3,OR,4,5-2,5553,5557,T
1498,4,3,OR,4,5-2,5625,5647,T
1499,4,3,OR,4,5-2,5694,5842,TPTPTPTPTPT
1500,4,3,OR,4,5-2,6235,6345,TPTPTPTPT
1501,4,3,OR,4,5-2,6713,6740,T
1502,4,3,OR,4,5-2,6978,7068,TPTPTPT
1503,4,3,OR,4,5-2,7097,7230,TPTPTPT
1504,4,3,OR,4,5-2,7512,7532,T
1505,8,4,CON,3,5-1,2666,2725,TPT
1506,6,5,OR,4,2,1641,1711,TPTPT
1507,13,3,OR,4,5-2,6153,6285,TPTPTPTPT
1508,11,1,CON,4,5-3,7952,8120,TPTPTPT
1509,11,1,CON,4,5-3,8611,8619,T
1510,11,1,CON,4,5-3,8653,8726,TPT
1511,11,1,CON,4,5-3,9023,9033,T
1512,11,1,CON,4,5-3,9264,9342,TPT
1513,11,1,CON,4,5-3,9597,9662,TPT
1514,3,4,OD,0,5-0,1501,1559,TP
1515,3,4,OD,0,5-0,1789,1814,PT
1516,3,4,OD,0,5-0,2009,2045,T
1517,3,4,OD,0,5-0,2143,2240,TPTPT
1518,3,4,OD,0,5-0,2330,2345,T
1519,3,5,CON,3,4,689,736,T
1520,3,5,CON,3,4,1358,1423,TPTPT
1521,3,5,CON,3,4,1444,1570,TPTPTPT
1522,3,5,CON,3,4,2119,2271,TPTPTPTPTPT
1523,8,1,HC,3,5-0,1371,1504,TPTPTPT
1524,8,1,HC,3,5-0,2066,2097,PTPT
1525,8,2,OR,3,5-1,2951,3004,TPT
1526,8,2,OR,3,5-1,3062,3198,TPTPTPT
1527,8,2,OR,3,5-1,3716,3749,T
1528,8,2,OR,3,5-1,3988,4082,T
1529,6,3,HC,4,5-2,6759,6812,TPTPTPT
1530,6,3,HC,4,5-2,7313,7476,TPTPT
1531,9,4,OD,4,2,1248,1341,TPTPTPT
1532,9,4,OD,4,2,1400,1477,TPTPT
1533,9,4,OD,4,2,1989,2043,T
1534,9,4,OD,4,2,2416,2446,T
1535,9,10,OR,4,5-3,7968,8134,TPTPTPTPTPT
1536,9,10,OR,4,5-3,9249,9281,T
1537,9,10,OR,4,5-3,9440,9465,T
1538,9,10,OR,4,5-3,9590,9749,TPTPTPTPT
1539,6,3,HC,4,2,1413,1549,TPTPTPTPTPTPTPT
1540,6,3,HC,4,2,1560,1715,TPT
1541,4,1,CON,4,4,833,873,TPTPT
1542,4,1,CON,4,4,920,1055,TPTPTPTPT
1543,4,1,CON,4,4,1983,2047,T
1544,4,1,CON,4,4,2108,2224,TPTPTPTPT
1545,3,17,HC,0,5-2,5999,6059,T
1546,3,17,HC,0,5-2,6586,6705,TPTPTPT
1547,3,17,HC,0,5-2,6929,6971,T
1548,1,3,HC,4,2,1245,1310,TPTPT
1549,1,3,HC,4,2,1987,2055,PTPT
1550,1,3,HC,4,2,2097,2108,TPT
1551,3,7,HC,1,2,2610,2699,TPTPT
1552,3,9,HC,1,3,1880,1970,TPT
1553,1,3,OR,2,1,1376,1382,T
1554,1,3,OR,2,1,1457,1467,T
1555,1,3,OR,2,1,1697,1707,PT
1556,1,3,OR,2,1,1797,1923,TPTPTPT
1557,2,4,HC,2,3,1137,1195,TPT
1558,2,4,HC,2,3,1628,1666,T
1559,6,3,CON,2,3,1960,2114,TPTPTPT
1560,1,3,OR,2,3,1271,1401,TPTPTPTPT
1561,1,3,OR,2,3,1628,1638,T
1562,1,3,OR,2,3,2090,2135,T
1563,1,3,OR,2,3,2680,2708,T
1564,13,2,HC,4,3,1345,1435,TPTPTPT
1565,13,2,HC,4,3,1831,1868,T
1566,13,2,HC,4,3,2445,2601,TPTPTPT
1567,4,1,CON,4,5-3,8305,8347,T
1568,4,1,CON,4,5-3,9210,9265,TPT
1569,3,4,OD,4,1,2296,2330,TPT
1570,4,3,CON,3,3,733,745,T
1571,4,3,CON,3,3,905,926,T
1572,4,3,CON,3,3,1009,1028,T
1573,4,3,CON,3,3,1653,1701,TPTPTPTPT
1574,4,3,CON,3,3,1721,1910,TPTPTPTPTPTPT
1575,4,3,CON,3,3,2592,2613,T
1576,4,3,CON,3,3,2627,2647,PT
1577,3,14,HC,3,4,658,714,T
1578,3,14,HC,3,4,2346,2445,TPTPTPTPTPT
1579,5,8,HC,0,5-3,8915,9013,TPTPTP
1580,5,16,OR,1,5-1,3247,3330,TPTPTPTPT
1581,5,16,OR,1,5-1,4002,4173,TPTPTPT
1582,7,1,HC,3,5-2,6945,7013,TPT
1583,1,2,OR,4,2,944,950,T
1584,1,2,OR,4,2,1043,1051,T
1585,1,2,OR,4,2,1116,1127,T
1586,1,2,OR,4,2,1742,1748,PT
1587,6,7,OR-N,4,5-0,2069,2238,TPTPT
1588,3,5,HC,0,5-2,5614,5679,PTPT
1589,3,5,HC,0,5-2,6665,6829,TPT
1590,3,5,HC,0,5-2,7349,7465,TPTPTPT
1591,9,16,OR-N,4,5-2,5428,5484,T
1592,9,16,OR-N,4,5-2,5578,5627,T
1593,9,16,OR-N,4,5-2,6057,6095,T
1594,9,16,OR-N,4,5-2,6143,6173,T
1595,9,16,OR-N,4,5-2,6406,6510,TPTPTPT
1596,9,16,OR-N,4,5-2,7400,7433,T
1597,9,16,OR-N,4,5-2,8031,8093,TPTPTPT
1598,1,3,HC,4,5-1,2672,2755,TPTPT
1599,1,3,HC,4,5-1,3920,4018,TPTPTPTPT
1600,1,3,HC,4,5-1,4059,4084,T
1601,1,3,HC,4,5-1,4157,4203,T
1602,1,3,HC,4,5-1,4817,4863,T
1603,13,3,OR,4,3,1037,1136,TPTPTPT
1604,13,3,OR,4,3,1202,1254,TPT
1605,13,3,OR,4,3,1977,2061,TPT
1606,13,3,OR,4,3,2124,2242,TPTPT
1607,13,3,OR,4,3,2259,2304,T
1608,13,3,OR,4,3,2335,2352,T
1609,1,3,HC,4,1,2279,2349,TPT
1610,3,1,OR,4,4,1882,1955,TPT
1611,13,11,OR-N,4,5-2,5467,5641,TPTPTPTPTPTPTPTPT
1612,13,11,OR-N,4,5-2,6345,6386,TPTPT
1613,13,11,OR-N,4,5-2,6436,6602,TPT
1614,13,11,OR-N,4,5-2,6615,6636,T
1615,13,11,OR-N,4,5-2,6652,6693,T
1616,13,11,OR-N,4,5-2,7684,7766,TPT
1617,1,1,CON,2,4,1222,1293,TPT
1618,1,1,CON,2,4,1345,1351,T
1619,1,1,CON,2,4,1369,1384,PT
1620,1,1,CON,2,4,1747,1770,T
1621,1,1,CON,2,4,2483,2582,TPTPTPT
1622,3,1,OD,3,5-3,8465,8494,T
1623,3,1,OD,3,5-3,9040,9103,T
1624,3,1,OD,3,5-3,9123,9201,TPT
1625,3,1,OD,3,5-3,9221,9251,TPTPT
1626,3,1,OD,3,5-3,9310,9325,T
1627,3,1,OD,3,5-3,10142,10180,TPT
1628,3,1,OD,3,5-3,10197,10213,TPT
1629,3,1,OD,3,5-3,10231,10298,TPTPTPT
1630,4,3,OR,4,5-0,560,582,T
1631,4,3,OR,4,5-0,716,865,TPTPTPTPT
1632,4,3,OR,4,5-0,887,910,T
1633,4,3,OR,4,5-0,1594,1786,TPTPTPTPTPTPTPT
1634,4,3,OR,4,5-0,1823,1861,T
1635,4,3,OR,4,5-0,2346,2412,T
1636,4,3,OR,4,5-0,2505,2618,TPT
1637,5,7,HC,1,5-1,2694,2725,TPT
1638,5,7,HC,1,5-1,3032,3106,T
1639,5,7,HC,1,5-1,3191,3263,T
1640,5,7,HC,1,5-1,5271,5306,T
1641,4,2,HC,4,4,860,919,TPT
1642,4,2,HC,4,4,1043,1053,T
1643,4,2,HC,4,4,2064,2186,TPTPTPT
1644,6,4,CON,4,5-2,5876,6026,TPTPTPTPT
1645,6,4,CON,4,5-2,6856,6936,TPTPT
1646,6,4,CON,4,5-2,7342,7358,T
1647,6,4,CON,4,5-2,7882,7954,TPTPT
1648,9,16,OR-N,4,3,1238,1282,TPT
1649,9,16,OR-N,4,3,1713,1844,TPTPTPT
1650,9,16,OR-N,4,3,2193,2265,TPTPT
1651,11,3,HC,4,5-0,1696,1847,TPTPTPT
1652,11,3,HC,4,5-0,1881,1906,T
1653,11,3,HC,4,5-0,2494,2611,TPTPTPTPT
1654,4,16,OR,0,5-1,3183,3188,T
1655,4,16,OR,0,5-1,3241,3286,T
1656,4,16,OR,0,5-1,4705,4732,T
1657,4,16,OR,0,5-1,5056,5240,TPTPTPTPTPT
1658,9,4,OD,4,1,2077,2095,T
1659,4,4,HC,3,5-0,2181,2205,T
1660,4,4,HC,3,5-0,2476,2487,T
1661,4,4,HC,3,5-0,2611,2663,TPT
1662,4,3,OR,1,3,1469,1476,T
1663,4,3,OR,1,3,2113,2385,TPTPTPTPTPT
1664,6,7,OR-N,4,3,1190,1249,TPTPTPT
1665,6,7,OR-N,4,3,1262,1323,TPTPT
1666,6,7,OR-N,4,3,1383,1446,TPT
1667,6,7,OR-N,4,3,2268,2410,TPTPTPT
1668,6,7,OR-N,4,3,2444,2528,PTPTPT
1669,6,7,OR-N,4,2,2272,2298,T
1670,6,7,OR-N,4,2,2381,2457,TPTPTPT
1671,6,3,CON,2,5-0,1031,1039,T
1672,6,3,CON,2,5-0,1185,1206,T
1673,6,3,CON,2,5-0,1938,1946,T
1674,6,3,CON,2,5-0,2177,2223,T
1675,6,3,CON,2,5-0,2432,2575,TPTPTPTPTPT
1676,6,1,HC,4,5-3,8634,8641,T
1677,4,2,HC,0,1,2342,2399,T
1678,3,16,OR,1,4,1698,1792,TPT
1679,9,10,OR,4,1,1304,1348,TPTPTPT
1680,9,10,OR,4,1,1399,1518,TPTPTPTPT
1681,9,10,OR,4,1,2233,2268,T
1682,4,7,HC,1,5-2,6728,6777,TPT
1683,4,7,HC,1,5-2,6988,7059,TPTPTPTPT
1684,4,7,HC,1,5-2,7360,7460,PTPTPTPTPT
1685,4,7,HC,1,5-2,7793,7868,TPT
1686,3,4,OD,0,5-1,2999,3031,TPTPT
1687,3,4,OD,0,5-1,3050,3127,TPTPT
1688,3,4,OD,0,5-1,3933,3959,TPT
1689,3,4,OD,0,5-1,4345,4471,TPTPT
1690,3,4,OD,0,5-1,4592,4706,TPT
1691,9,10,OR,4,5-0,663,743,TPT
1692,9,10,OR,4,5-0,1158,1250,TPTPT
