rat_id,study_day,condition,treatment,trial_num,total_rem_duration,total_sleep_duration,percentage_from_sleep,counts_rem
1,3,OR,2,5.3,0.0,0.0,,0
1,3,OR,2,5.4,0.0,426.0,0.0,0
1,3,OR,2,3,213.0,1701.0,0.12522045855379188,4
1,3,OR,2,2,88.0,1670.0,0.05269461077844311,4
7,5,OD,3,5.1,125.0,1486.0,0.08411843876177658,3
7,5,OD,3,5.2,386.0,2403.0,0.16063254265501456,6
7,5,OD,3,5.3,140.0,358.0,0.39106145251396646,2
7,5,OD,3,5.4,214.0,1518.0,0.14097496706192358,3
7,5,OD,3,1,0.0,97.0,0.0,0
7,5,OD,3,3,241.0,1528.0,0.15772251308900523,3
7,5,OD,3,2,0.0,117.0,0.0,0
7,5,OD,3,4,165.0,2096.0,0.07872137404580153,2
2,1,OD,2,1,0.0,102.0,0.0,0
2,1,OD,2,4,220.0,1809.0,0.12161415146489774,4
2,1,OD,2,2,97.0,1397.0,0.06943450250536864,2
2,1,OD,2,3,89.0,1056.0,0.08428030303030302,1
2,1,OD,2,5.1,171.0,1683.0,0.10160427807486631,2
2,1,OD,2,5.2,62.0,513.0,0.12085769980506822,1
2,1,OD,2,5.3,90.0,605.0,0.1487603305785124,2
2,1,OD,2,5.4,7.0,640.0,0.0109375,1
4,5,OD,3,3,527.0,1718.0,0.30675203725261935,10
4,5,OD,3,4,590.0,1798.0,0.3281423804226919,15
4,5,OD,3,2,440.0,1517.0,0.2900461437046803,10
4,5,OD,3,1,380.0,1368.0,0.2777777777777778,4
4,5,OD,3,5.1,285.0,992.0,0.2872983870967742,9
4,5,OD,3,5.2,250.0,515.0,0.4854368932038835,7
4,5,OD,3,5.3,332.0,873.0,0.38029782359679265,10
4,5,OD,3,5.4,139.0,498.0,0.2791164658634538,5
8,6,OD,3,4,272.0,1570.0,0.1732484076433121,2
8,6,OD,3,3,429.0,2045.0,0.2097799511002445,5
8,6,OD,3,1,36.0,1281.0,0.02810304449648712,1
8,6,OD,3,5.1,181.0,945.0,0.19153439153439153,2
8,6,OD,3,5.2,113.0,461.0,0.24511930585683298,1
8,6,OD,3,5.3,0.0,0.0,,0
8,6,OD,3,5.4,190.0,1347.0,0.14105419450631032,3
8,6,OD,3,2,171.0,1818.0,0.09405940594059406,5
9,6,OD,2,5.1,151.0,1104.0,0.13677536231884058,3
9,6,OD,2,5.2,0.0,0.0,,0
9,6,OD,2,5.3,49.0,765.0,0.06405228758169934,2
9,6,OD,2,5.4,155.0,946.0,0.1638477801268499,4
9,6,OD,2,4,238.0,1973.0,0.12062848454130766,3
9,6,OD,2,3,276.0,1639.0,0.1683953630262355,4
9,6,OD,2,1,0.0,387.0,0.0,0
9,6,OD,2,2,47.0,1504.0,0.03125,3
6,4,OD,2,3,102.0,1008.0,0.10119047619047619,2
6,4,OD,2,4,0.0,679.0,0.0,0
6,4,OD,2,2,0.0,684.0,0.0,0
6,4,OD,2,5.1,257.0,1678.0,0.1531585220500596,6
6,4,OD,2,5.2,251.0,1836.0,0.13671023965141613,6
6,4,OD,2,5.3,26.0,535.0,0.048598130841121495,1
6,4,OD,2,5.4,78.0,407.0,0.19164619164619165,2
6,4,OD,2,1,0.0,0.0,,0
1,2,OD,2,1,109.0,1356.0,0.0803834808259587,2
1,2,OD,2,2,129.0,1367.0,0.09436722750548647,2
1,2,OD,2,4,27.0,822.0,0.032846715328467155,1
1,2,OD,2,3,124.0,938.0,0.13219616204690832,4
1,2,OD,2,5.1,198.0,1565.0,0.12651757188498403,4
1,2,OD,2,5.2,0.0,32.0,0.0,0
1,2,OD,2,5.3,46.0,431.0,0.10672853828306264,1
1,2,OD,2,5.4,0.0,511.0,0.0,0
3,1,OD,3,2,1.0,644.0,0.0015527950310559005,1
3,1,OD,3,5.1,0.0,0.0,,0
3,1,OD,3,5.2,50.0,891.0,0.05611672278338945,3
3,1,OD,3,5.3,0.0,56.0,0.0,0
3,1,OD,3,5.4,336.0,2144.0,0.15671641791044777,8
